171,15,minecraft:carpet,Black Carpet,0
172,0,minecraft:hardened_clay,Hardened Clay,0
172,0,minecraft:hardened_clay,White Hardened Clay,0
172,1,minecraft:hardened_clay,Orange Hardened Clay,0
172,2,minecraft:hardened_clay,Magenta Hardened Clay,0
172,3,minecraft:hardened_clay,Light Blue Hardened Clay,0
172,4,minecraft:hardened_clay,Yellow Hardened Clay,0
172,5,minecraft:hardened_clay,Lime Hardened Clay,0
172,6,minecraft:hardened_clay,Pink Hardened Clay,0
172,7,minecraft:hardened_clay,Gray Hardened Clay,0
172,8,minecraft:hardened_clay,Light Gray Hardened Clay,0
172,9,minecraft:hardened_clay,Cyan Hardened Clay,0
172,10,minecraft:hardened_clay,Purple Hardened Clay,0
172,11,minecraft:hardened_clay,Blue Hardened Clay,0
172,12,minecraft:hardened_clay,Brown Hardened Clay,0
172,13,minecraft:hardened_clay,Green Hardened Clay,0
172,14,minecraft:hardened_clay,Red Hardened Clay,0
172,15,minecraft:hardened_clay,Black Hardened Clay,0
173,0,minecraft:coal_block,Block of Coal,0
174,0,minecraft:packed_ice,Packed Ice,0
175,0,minecraft:double_plant,Large Flowers,0
175,0,minecraft:double_plant,Sunflower,2
175,1,minecraft:double_plant,Lilac,2
175,2,minecraft:double_plant,Double Tallgrass,2
175,3,minecraft:double_plant,Large Fern,2
175,4,minecraft:double_plant,Rose Bush,2
175,5,minecraft:double_plant,Peony,2
